,Agric,Food ,Soda ,Beer ,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Gold ,Mines,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  
200812,-9.69,2.51,18.02,-1.68,12.19,7.66,-3.39,-2.01,3.07,7.57,6.37,6.76,-2.36,-0.3,12.36,5.29,8.23,15.97,-4.55,3.58,6.62,-3.02,7.54,22.02,11.2,-3.11,-2.08,3.44,3.15,2.71,-1.24,2.83,5.61,-3.65,-8.34,11.92,-2.1,6.61,3.53,11.09,-4.24,12.42,8.13,4.65
200901,7.18,-0.21,-7.42,-7.41,-14.36,-12.78,-10.5,-10.9,-11.73,-3.74,2.93,-2.93,-6.53,-14.9,-25.31,-16.89,-11.75,-16.85,-5.76,-9.98,-11.69,-9.96,-4.31,-2.48,-11.66,-3.2,-0.81,-10.35,0.01,-7.42,-3.25,-2.68,-3.51,-0.39,-9.89,-9.89,-16.09,-1.44,-8.68,-7.74,-27.25,-14.7,-7.65,-10.83
200902,-0.53,-11.03,-3.2,-4.73,-14.14,-16.08,-13.19,-11.14,-8.77,-9.88,-12.65,-9.48,-8.22,-20.83,-28.5,-18.13,-13.15,-19.29,-13.92,-12.99,-15.77,-10.16,-18,4.04,-0.37,-12.08,-12.65,-7.15,-11.01,-7.2,-7.46,-2.62,-6.25,-8.49,-14.4,-4.06,-11.41,-8.77,-1.24,-7.37,-15,-19.48,-24.35,-3.35
200903,8.88,1.02,14.89,7,5.28,9.31,8.09,0.67,15.58,1.97,4.42,7.8,16.3,5.88,30.41,9.62,15.3,12.28,4.76,11.45,8.78,12.07,6.6,8.53,19.06,3.84,2.79,7.64,4.29,8.55,14.08,9.6,13.5,6.78,7.97,6.55,9.03,4.15,11.31,9.02,14.54,10.51,5.17,19.56
200904,3.12,3.47,28.49,-1.45,22.78,38.77,30.74,8.89,21.21,15.8,6.4,-3.1,19.06,31.95,59.04,35.51,14.83,26.25,30.38,20.6,23.22,49.57,15.23,-8.46,9.78,5,2.13,10.43,-5.03,10.77,17.45,10.79,12.67,10.01,23.05,12.16,14.18,15.22,9.41,8.97,19.73,13.22,69.23,14.75
200905,-2.98,7.63,0.94,9.45,2.8,9.02,-0.48,4.66,3.21,3.98,5.7,6.49,6.93,2.47,-6.78,-3.71,1.71,9.56,0.43,3.82,-1.35,-3.44,9.36,21.28,16.31,10.25,4.66,1.52,-0.92,0.61,0.46,4.21,3.58,3.5,3.24,6.54,2.55,4.78,-2.94,5.77,9.96,7.89,-0.66,11.83
200906,-8.06,2.6,-1.33,1.63,-2.36,-4.39,-1.49,0.66,-3.5,3.7,4.56,3.33,-6.74,0.17,-7.76,-2.11,-1.07,3.41,1.28,-2.28,0.81,5.26,-3.66,-16.48,-5.16,-4.65,4.66,1.63,14.26,1.95,6.22,4.39,2.57,5.99,4.13,2.69,0.29,-0.6,-0.04,-3.1,-3.34,-1.24,5.52,1.59
200907,12.11,7.3,6.86,3.71,10.99,14.99,16.39,10.27,12.03,6.54,2.35,6.08,16.73,19.03,36.05,18.01,10.07,3.19,6.48,15.88,12.05,15.54,5.34,2.05,17.37,5.05,4.35,5.42,1.11,5.82,12.85,5.49,9.26,8.35,15.95,11.79,10.94,9.01,7.24,2.26,8.55,9.49,11.24,6.32
200908,-0.17,0.19,6.1,-0.72,5.07,10.85,7.19,-0.81,3.16,3.02,5.31,1.56,1.79,7.01,1.4,6.14,7.31,3.51,5.89,1.87,1.97,2.18,11.06,-1.94,5.22,0.71,0.21,1.03,3.22,2.74,2.57,2.61,2.07,1.61,4.97,0.46,3.33,4.56,3.87,2.95,12.93,10.65,12.14,2.5
200909,-6.69,2.4,6,7.7,3.96,10.92,-2.19,6.35,12.76,3.53,2.23,2.36,6.54,6.64,1.41,2.36,-2.35,6.61,7.43,8.35,8.25,2.97,5.59,11.58,9.34,4.89,2.33,6.34,6.28,4.28,7.78,5.09,2.81,5.87,1.99,5.92,3.95,4.02,2.09,3.58,-0.24,-0.02,4.45,7.22
200910,-12.33,0.84,-4.08,0.98,1.59,-12.1,-1.13,0.82,-2.6,-2.91,-5.36,-3.38,-3.88,-4.2,-6.78,-5.4,-9.35,-12.18,-5.41,0.14,-5.09,-2.51,-4.28,-1.5,2.36,2.3,-2.74,-3.54,-10.66,-3.55,-1.58,1.9,-6.54,-4.41,-0.55,-5.4,-5.15,-2.72,0.87,-2.74,-4.83,-4.1,-9.79,-3.49
200911,18.11,2,0.36,5.28,4.2,8.77,2.92,7.26,1.96,3.99,10.01,8.14,9.57,4.04,2.64,4.45,-3.48,7.28,4.1,6.34,6.46,10.1,9.38,23.86,12.15,2.95,4.51,6.49,3.7,4.6,3.51,5.53,5.8,3.76,9.16,0.51,11.16,4.5,4.62,7.73,4.63,5.1,9.78,2.02
200912,1.98,2.94,5.62,-0.7,3.81,0.09,16.43,-1.86,4.59,7.11,3.71,1.84,2.44,1.94,11.3,6.32,5.64,14.99,5.24,3.66,4.65,6.04,3.57,-11.68,-1.96,-0.79,5.86,6.25,7.15,5.93,5.19,5.39,7.93,5.99,4.08,5.55,4.41,5.04,1.35,2.61,-0.38,2.96,13.02,1.26
201001,-6.64,0.6,-2.42,-3.7,-2.32,2.34,3.55,0.85,-3.11,-3.92,-0.33,0.36,-4.04,-7.42,-8.66,-2.11,-0.68,-11.92,-6.21,-6.65,-4.18,0.51,0.81,-10.86,-16.25,-4.64,-4.5,-6.84,-3.21,-2.94,-7.72,-7.83,-9.01,-5.52,-4.91,-8.64,-4.04,-2.55,-1.92,-0.98,0.45,0.73,-5.02,-7.98
201002,-6.6,3.26,13.7,0.25,14.52,3.15,-3.01,3.69,6.07,2.34,2.15,-0.16,5.46,6.55,15.68,4.08,1.04,4.2,7.32,7.97,10.13,6.69,3.88,14.32,12.74,2.13,-0.43,2.92,1.49,1.46,7.14,3.4,5.12,7.58,2.18,7.9,7.25,5.89,4.32,4.5,1.81,3.51,7.32,3.9
201003,2.04,4.46,8.2,6.11,6.57,14.13,5.47,2.13,11.39,7.03,4.44,3.17,7.34,4.68,8.42,8.35,6.38,12.04,5.27,6.52,7.02,8.93,10.92,3.83,10.76,3.21,3.1,7.88,6.79,7.01,8.99,4.85,7.6,7.56,5.82,6.06,8.11,5.99,6.14,8.27,8.46,8.1,14.73,6.96
201004,-10.17,0.18,-1.73,-1.76,-0.9,15.13,2.31,1.21,4.23,2.57,0.36,-3.19,3.08,8.61,11.43,11.53,9.82,-2.63,3.75,6.08,4.31,4.82,2.19,10.79,-3.78,3.81,2.86,3.82,2.55,2.71,5.28,0.32,1.56,6.76,4.66,1.84,3.82,3.2,1.85,7.31,3.05,-1.67,6.05,-1.45
201005,-18.19,-3.86,-0.22,-3.88,-5.69,-7.47,-10.35,-4.35,-5.67,-3.61,-8.47,-8.25,-9.99,-4.89,-9.87,-10.53,-11.23,-7.01,-7.38,-9.95,-9.63,-10.02,-9.57,-5.15,-5.82,-10.56,-6.31,-5.91,-7.43,-7.03,-7.41,-8.08,-7.48,-7.35,-8.97,-8.49,-5.98,-4.01,-5.83,-4.76,-11.01,-5.88,-11.24,-8.14
201006,-8.54,-1.19,-0.72,-1.63,-4.06,-10.26,-7.86,-3.24,-9.31,-7.41,-3.45,-0.7,-7.79,-8.81,-14.55,-11.89,-13.31,-13.18,-5.97,-5.5,-7.04,-9.6,-5.65,13.4,-12.66,-6.31,-0.72,-4.33,-12.51,-6.32,-5.15,-6.41,-7.32,-5.49,-2.62,-0.53,-7.66,-5.2,-10.56,-5.21,-7.69,-4.56,-12.9,-10.15
201007,18.72,2.87,6.64,8.37,2.18,9.58,5.54,4.22,8.34,-5.5,0.34,3.12,14.24,7.97,6.81,8.52,7.02,8.28,8.33,13.96,11.78,16.32,10.29,-8.88,16.97,7.51,6.79,9.74,7.68,6.59,6.09,8.94,7.83,0.7,7.66,7.51,10.84,3.2,4.65,6.9,5.96,5.84,16.62,9.54
201008,-9.23,1,-0.42,-0.01,-2.27,-1.06,-10.53,-3.96,-7.41,-4.54,-8.1,-0.05,-0.11,-2.31,-5.5,-5.26,-7.29,-8.74,-10.8,-8.09,-6.46,-10.48,-8.12,11.39,-2.05,-3.28,0.41,-2.23,-19.67,-7.21,-9.44,-3.76,-8.3,-6.15,-6.41,-4.14,-4.65,-7.55,-4.18,0.46,-10.25,-4.43,-5.97,-8.28
201009,-5.73,2.35,4.11,4.95,10.77,15.11,14.05,3.98,17.54,12.52,11.78,8.21,9.96,9.78,13.39,10.51,9.9,12.1,12.98,15.86,13.76,14.06,10.09,4.68,14.24,9.5,3.64,7.87,18.6,11.74,13.71,11.27,13.02,16.31,9.74,6.04,9.87,9.9,13.59,7.06,6.37,8.86,12.3,8.5
201010,19.43,3.78,7.37,1.93,2.06,15.4,6.65,4.51,3.34,3,0.24,2.32,8.18,2.33,3.28,5.13,-2.01,4.64,3.37,4.6,4.75,9.72,6.08,-2.07,13.22,4.29,1.86,4.8,-7.28,4.07,4.97,8.7,3.8,5.85,3.06,5.94,5.35,4.95,1.32,6.04,0.32,2.04,-1.32,7.37
201011,0.86,-2.6,0.97,2.01,9.27,6.85,-1.77,-2.36,9.27,1.69,-0.22,-4.31,0.84,4.03,-1.01,3.8,3.62,2.98,4.8,6.62,3.33,6.74,-0.45,0.67,3.89,5.25,-1.31,-1.87,0.05,1.89,-1.46,-2.82,3.29,3.11,0.51,-0.7,2.42,0.29,4.95,4.17,0.02,-0.65,1.4,-1.05
201012,15.83,4.57,0.91,3.57,1.95,-1.3,8.44,5.79,1.08,9.25,9.45,4.27,7.49,7,4.19,10.36,15.03,13.32,10.91,10.62,5.79,8.3,4.11,6,16.62,9.15,3.22,6.72,11.59,6.51,4.21,6.97,5.47,9.68,4.6,5.75,3.19,6.83,3.5,0.07,11.9,8.51,7.39,9.52
201101,5.01,-1.92,1.86,-3.62,-6.72,3.59,2.8,-1,-3.32,1.75,2.45,-1.62,1.6,1.84,-3.65,2.49,6.75,3.98,3.78,5.07,3.59,0.56,5.07,-10.97,-6.37,7.17,2.23,0.04,-0.33,2.36,4.47,2.36,6.55,3.98,2.94,3.67,-0.48,2.8,-1.28,-2.39,2.57,2.05,3.91,1.38
201102,-1.2,6.75,3.2,0.6,6.18,1.24,2.56,1.66,8.88,6.93,4.56,2.76,4.92,4.5,7.1,2.97,-0.46,3.98,5.85,3.77,2.81,-2.39,2.82,4.49,-0.03,7.97,2.43,7.58,11.04,5.51,1.59,1.53,3.88,4.81,3.17,4.27,1.42,2.97,1.38,3.92,1.52,4.5,9.97,2.93
201103,0.33,1.64,4.58,3.35,1.59,-1.03,-0.21,0.23,-4.4,3.56,0.54,2.62,2.01,6.49,4.5,3.64,1.75,0.75,5.98,4.36,1.1,1.53,2.15,0.39,0.1,1.64,0.91,1.78,2.25,1.43,-3.23,-0.28,-3.18,1.68,1.84,0.44,3.01,1.47,0.48,1.85,-1.78,-0.47,2.83,-2.42
201104,-4.16,5.7,5.2,3.9,4.44,6.42,-0.03,4.93,8,1.08,5.02,7.14,4.48,3.63,4.95,0.52,-0.32,0.58,0.05,1.69,0.99,1.72,4.19,6.15,-2.76,1.47,3.99,3.42,1.4,1.7,1.35,3.19,4.71,3.64,1.96,0.67,2.93,4.06,5.2,1.4,-0.4,3.6,3.72,-0.91
201105,2.86,2.14,3.66,0.49,-0.79,-0.51,1.07,3.05,0.34,0.5,-0.16,2.58,-3.75,1.81,2.89,-2.2,-2.81,-5.35,-1.36,-5.78,-6.44,-3.29,-1.69,-5.58,-5.6,-4.51,1.3,0.78,-0.83,-1.16,-2.18,-2.23,-0.77,0.2,-0.65,5.71,-0.44,1.2,0.21,4.17,-2.65,-1.62,-2.64,-3.46
201106,1.51,-1.14,3.98,0.62,-0.57,-1.77,-0.44,-2.52,4.5,-2.93,-3.31,-1.41,-0.22,0.21,-6.35,-1.82,-5.31,-1.89,4.04,-0.85,-0.24,-1.46,0.35,-4.89,-0.67,-2.34,-0.34,-1.23,1.91,-2.47,-3.72,-0.87,-3.92,-1.04,0.56,-6.63,-0.47,-2.1,-1.41,1.58,-2.02,-1.09,-3.85,-4.38
201107,1.31,-0.37,-5.96,-2.97,-5.42,6.05,-3.15,-2.74,2.26,-8.87,-4.36,-3.04,-1.83,-5.56,-6.29,-7.4,-4.96,-6.22,-5.54,-4.74,-9.73,-9.59,-5.96,3.51,-0.75,0.55,-0.35,-5.03,-0.78,-4.88,4.47,1.27,-6.1,-9.39,-7.03,-4.43,-5.09,-4.58,-0.1,-0.28,-3.58,-5.19,-6.76,-2.71
201108,-6.75,-1.4,2.24,2.24,-3.04,-6.23,-3.27,0.37,-5.51,-13.43,-4.82,-1.86,-7.99,-2.51,-7.01,-7.35,-10.01,-13.2,-7.31,-8.17,-7.63,-11.97,-7.24,9.86,-5.99,-9.82,0.14,-5.45,-14.33,-7.47,-7.11,-6.42,-7.39,-8.9,-5.35,-7.8,-6.98,-4.05,-3.37,-0.7,-9.09,-7.44,-17.45,-11.25
201109,-12.83,-3.56,-2.58,-3.84,-9.4,-21.13,-8.04,-3.96,-5.1,-9.32,-7.75,-2.74,-16.45,-13.08,-14.41,-16.35,-15.98,-20.49,-12.53,-16.44,-13.09,-14.09,-4.36,-5.14,-30.64,-11.93,-1.63,-5.94,-13.88,-8.18,-3.82,-4.29,-5.41,-11.29,-9.74,-12.98,-9.34,-8.14,-2.86,-5.32,-11.49,-7.9,-14.47,-14.27
201110,20.97,3.88,2.53,1.93,16.21,15.13,8.78,4.51,16.51,11.55,6.28,4.98,18.21,13.41,14.26,24.11,20.01,18.15,18.82,23.02,17.43,23.94,10.54,7.98,26.91,16.1,6.68,7.72,18.5,14.16,11.91,11.8,12.46,10.59,10.52,12.77,15.28,13.76,9.14,10.09,13.18,13.46,19.99,13.82
201111,0.26,0.66,-0.76,0.52,-0.54,-3.05,0.59,1.21,-3.84,1.89,-0.57,1.62,-1.14,-0.13,-1.08,2.84,1.83,-1.46,7.45,2.09,6.79,-7.95,1.75,2.51,0.51,1.93,0.99,0.05,-3.35,-0.56,-3.25,-2.02,-0.49,-0.61,1.2,0.27,1.49,1.17,0.85,2.37,-3.89,-0.33,-1.31,-4.2
201112,-3.96,1.19,2.58,3.98,-6.43,-4.22,5.18,1.91,-2.24,-1.18,1.91,4.21,-0.05,0.64,0.82,-1.45,-0.24,-5.18,-10.02,-3.73,-4.71,-1.67,0.29,-12.75,-4.57,-0.25,2.95,3.2,4.56,1.62,0.5,-2.61,-1.74,-2.07,1.15,0.67,1.19,-0.02,0.34,3.7,3.14,1,-1.21,-1.28
201201,16.81,0.62,4.23,-2.33,11.03,12.39,3.35,-0.99,9.89,4.43,6.69,2.63,11.26,8.15,6.96,6.47,10.06,12.4,7.34,12.74,9.83,13.17,4.92,5.37,18.86,1.39,-2.71,2.31,7.26,5.35,11.41,5.44,8.96,15.95,3.75,8.91,6.62,6.07,4.04,3.26,7.51,4.84,14.38,9.57
201202,-5.12,1.99,4.79,0.77,6.28,5.64,1.46,6.4,6.51,6.23,0.91,0.94,2.19,2.15,5.73,5.08,6.25,-2.69,7.29,4.44,0.7,5.14,4.28,-3.17,-5.81,6.71,1.26,5,-3.28,3.57,11.15,6.02,3.87,3.6,3.61,3.66,-1.24,1.58,3.51,2.92,7.34,4.7,4.1,6.91
201203,2.95,1.64,4.21,6.04,3.06,4.19,4.04,1.71,1.67,0.3,3.56,4.32,2.66,5.7,4.53,3.14,0.97,0.67,12.37,-2.61,2.17,0.17,0.04,-11.82,-4.67,-3.08,1.44,2.52,-1.92,2.81,7.01,4.11,3.47,3.39,1.55,2.17,1,2.98,5.21,3.76,9.2,3.69,6.34,4.38
201204,-4.03,1.09,3.17,1.33,1.09,-2.74,-2.78,-1.82,0.12,-0.99,0.23,0.81,1,-0.91,-0.06,-2.06,2.01,-4.29,-5.25,-1.55,-1.3,-7.36,0.25,-6.08,0.5,-1.76,1.74,1.62,-3.35,-0.49,-3.37,-0.89,-3.02,-2.34,-0.43,-1.67,1.24,-0.3,1.36,1.03,-2.2,-1.29,0.64,-5.33
201205,0.53,-3,1.59,-0.25,-7.65,-12.86,-7.7,-5.06,-5.68,-6.28,-5.49,-2.61,-8.44,-5.03,-2.83,-5.57,-8.89,-14.52,-10.47,-11.13,-7.4,-7.64,-7.51,-3.85,-15.7,-10.49,-0.93,-1.05,-10.16,-6.96,-7.3,-7.97,-9.09,-6.62,-5.06,-8.92,-2.08,-6.12,-2.12,-4.91,-9.43,-6.7,-7.69,-11.53
201206,6.9,1.39,2.17,5.74,1.25,0.29,6.79,0.04,-10.76,14.36,5.91,6.47,3.46,3.67,2.22,1.75,7.63,4.78,-1.27,0.09,-1.24,-4.42,2.47,4.01,8.49,5.9,3.4,7.04,3.87,3.98,1.53,4.07,2.07,0.45,2.82,1.53,4.04,2.58,3.02,-2.24,5.29,3.16,3,4.23
201207,3.26,-2.75,2.71,2.01,6.31,-11.76,1.27,3.34,2.31,-4.49,-4.13,3.26,-0.79,-3.4,-0.77,-2.5,-1.8,-1.35,5.43,1.33,2.28,-0.3,-1.58,-8.9,-1.17,3.02,3.73,4.07,-11.68,-0.12,2.07,-2.15,-0.31,0.51,0.9,2.52,-0.99,0.53,2.34,-3.21,0,-3.22,-2.9,-1.23
201208,2.15,4.37,-7.3,0.32,3.33,8.1,7.25,3.49,8.04,6.96,3.52,0.1,2.88,3.95,8.15,7.71,8.39,-1.1,2.15,4.17,3.8,4.12,3.09,15.74,2.91,2.43,-3.34,1.08,5.76,2,8.26,3.61,2.19,3.67,2.21,2.93,-1.56,0.41,3.43,1.45,3.03,6.01,6.1,4.83
201209,4.67,1.09,1.52,-1.02,0.06,6.93,6.67,2.6,-0.49,8.34,5.88,4.23,1.44,5.44,5.4,4.11,6.68,3.77,1.91,1.97,-1.19,3.63,-0.9,13.38,8.61,3.57,2.17,4.8,4.15,1.82,0.25,3.95,-2.71,1.95,2.21,4.17,-2.28,0.41,1.85,3.79,4.6,1.4,3.99,3.8
201210,-4.83,-0.58,-2.84,-1.86,-0.95,2.19,-0.96,1.02,-1.36,-5.1,-3.73,-1.28,-2.6,2.3,4.72,3.75,2.7,-0.73,-1.78,-0.78,1.34,6.02,0.49,-2.83,2.28,-2.12,1.05,-2.29,-2.47,-1.68,-10.67,-5.66,-3.81,-0.01,-2.81,0.93,2.95,2.61,-0.92,-4.97,1.39,3.1,-1.31,2.33
201211,5.85,4.03,3.4,1.95,2.16,2.06,-2.53,1.16,4.02,3.99,0.84,1.47,3.21,2.14,4,4.46,-0.85,2.61,-4.92,1.58,4.55,3.38,4.06,-14.1,1.34,-1.37,-3.68,0.05,3.8,2.11,0.78,2.07,2.11,3.98,4.31,-0.44,0.4,2.29,1.08,2.28,-0.46,-1.63,1.26,0.17
201212,2.97,-0.68,-3.9,-0.84,-1.23,4.11,5.26,-1.58,0.13,3.16,0.39,-0.96,4.46,0.09,3.54,3.29,6.19,6.56,7.15,4.12,3.7,7.98,2.4,-0.83,-1.51,1.17,0.14,1.16,3.84,2.64,-4.16,1.33,3.04,3.07,3.57,1.98,3.01,1.99,-2.15,1.95,5.21,1.66,5.78,5.36
201301,6.99,7.54,2.03,5.07,2.75,15.63,5.21,8.69,2.56,9.66,10.06,7.57,5.06,11.48,9.22,7.83,10.89,4.28,4.79,8.1,7.28,1.66,2.44,-8.54,3.81,7.88,5.08,4.96,8.34,7.16,-6.37,5.8,3.3,7.52,5.82,4.44,8.52,6.46,5.41,5.23,4.43,6.58,6.62,12.98
201302,-0.41,4.83,3.59,5.22,5.89,-1.25,-8.01,3.14,1.46,0.78,-1.19,1.91,-0.95,2.5,5.7,2.28,-3.55,-2.68,8.47,-1.16,0.99,-0.22,3.63,-8.17,-7.38,0.52,2.16,2.21,2.61,1.96,-1.1,0.6,1.98,1.38,4.58,4.89,3.64,2.07,0.61,0.7,1.29,0.8,5.39,1.78
201303,4.6,7.98,4.84,5.31,7.38,7.76,7.28,2.19,2.88,5.91,3.25,7.2,1.21,6.26,8.88,2.05,5.82,2.1,8.8,0.32,0.61,3.56,5.64,2.53,0.41,2.09,5.64,5.77,8.95,4.98,1.93,2.12,3.62,4.05,5.26,6.98,4.65,3.25,4.77,5.5,4.47,5.2,5.95,3.58
201304,1.39,1.74,5.13,3.55,4.43,4.53,-0.04,1.35,9.03,-0.34,-1.8,3.62,3.96,-0.6,1.02,-2.84,-3.51,-4.41,1.32,-1.18,-1.42,4.45,0.55,-22.22,-6.94,-1.28,5.05,4.2,0.16,0.8,-1.56,1.73,0.41,-1.41,-0.09,0.37,-0.14,0.17,3.2,2.4,1.22,3.56,-3.37,-0.03
201305,-5.05,-2.01,-5.34,-1.47,0.63,2.53,3.8,-0.22,0.78,4.54,5.21,0.81,3.43,1.87,0.77,7.14,3.68,3.84,14.31,5.23,4.03,11.1,6.62,3.13,-0.54,3.07,-6.99,-1.69,8.93,4.39,6.31,3.29,4.69,5.82,2.5,0.66,2.74,3.85,2.39,-0.3,8.14,4.4,-1.9,8.36
201306,-0.97,0.79,1.44,0.93,1.55,-4.93,2.21,-0.72,0.58,-1.34,0.23,-1.66,-5.1,-3.51,2.28,-5.89,-6.84,-4.72,-1.57,-3.54,-3.26,0.34,1.21,-12.05,-8.94,-2.11,0.79,2.19,-3.97,-0.48,-6.3,-2.31,-1.21,-1.19,-0.89,-0.51,-0.91,-0.55,-0.43,1.61,-0.61,1.59,-1.74,-2.94
201307,1.2,5.5,0.06,2.73,-0.99,6.11,8.12,4.98,1.72,1.71,5.69,8.66,5.87,5.72,12.02,6.08,2.26,6.97,13.95,4.48,9.7,9.65,6.91,1.16,-0.28,4.96,4.58,3.76,5.95,6.97,5.61,5.07,7.9,5.46,6.83,8.56,3.67,6.46,6.39,3.17,6.33,5.95,1.84,7.38
201308,-1.26,-3.59,-4.77,-3.86,-1.38,3.31,-5.26,-2.85,-1.86,-4.18,-3.72,-3.8,-0.59,-4.07,-3.46,-4.71,-3.45,-2.75,-3.32,-0.85,-1.91,-1.29,-3.12,5.86,4.25,-1.93,-4.41,-3.32,-4.62,-2.37,-5.42,0.19,2.07,-2.53,-3.15,-2.08,-2.59,-2.5,-4.86,-2.29,-4.64,-2.67,-5.71,-4.97
201309,6.16,-0.3,-0.41,1.34,3.74,11.16,8.93,0.93,7.65,6.04,3.72,3.94,5.21,7.07,8.44,9.14,6.49,8.35,8.43,6.23,7.12,6.71,8.56,-11.35,4.59,1.89,1.04,4.09,2.06,6.47,1.04,5.19,1.89,6.88,3.53,-0.17,5.92,5.6,4.43,4.01,2.63,3.43,4.08,4.52
201310,1.04,5.19,4.74,6.25,9.86,3.55,4.98,6.07,2.4,3.92,5.72,3.5,3.95,6.54,4.48,3.99,5.07,8.38,-4.94,1.57,5.47,-0.07,5.28,-3.35,7.34,4.72,3.34,5.6,6.55,3.9,0.68,3.11,6.47,3.37,6.43,5.37,5.91,5.76,5.39,3.92,2.92,2.63,3.21,5.88
201311,7.64,-0.03,2.39,1.15,3.23,3.11,1.85,3.95,6.52,2.07,1.94,5.09,1.2,1.78,4.21,2.88,4.55,1.72,0.31,1.59,3.4,1.79,4.63,-8.64,-4.94,0.98,-1.8,0.5,2.97,3.86,0.77,3.21,4.69,2.95,4.53,-0.74,5.29,3.86,3.72,3.2,6.41,5.52,5.2,5.81
201312,3.1,2.88,3.29,-0.41,2.32,7.96,7.76,-1.95,0.83,-1.36,1.14,0.68,4.86,5.93,3.64,4.71,5.12,6.52,-1,5.28,3.19,1.54,2.86,-5.39,9.29,2.9,1.79,3.7,4.32,4.99,4.88,4.65,2.76,5.7,2.55,4.57,2.25,2.54,0.1,-0.23,2.86,1.64,5.2,3.79
201401,-8.01,-3.46,-7.59,-0.54,-8.56,0.78,-6.44,-6.2,-7.58,1.57,0.92,1.77,-3.81,-5.2,-2.68,-5.6,-3.31,-5.47,-8.77,-4.37,-2.82,-2.62,-3.82,-2.78,-7.06,-7.03,2.49,-4.01,-3.6,-4.77,0.89,0.8,-5.4,1.92,-4.17,-3.58,-1.99,-2.35,-7.59,-4.77,-3.5,-5.3,-2.35,-5.53
201402,3,4.95,1.92,1.62,3.39,9.19,8.25,3.45,5.53,3.33,3.6,7.13,7.88,2.11,0.87,8.06,5.38,2.55,6.23,5.68,3.76,8.6,3.48,8.32,6.25,5.71,3.07,2.78,7.98,4.03,2.67,5.71,5.24,4.91,4.65,7.88,2.11,4.5,5.79,4.84,3.01,3.81,4.73,3
201403,3.73,3.19,1.65,4.78,4.48,-7.06,-0.1,1.75,-0.4,2.13,1.46,-3.48,0.62,-2.55,-0.06,-1.74,-3.35,3.67,-4.68,1.08,0.08,-1.05,-1.3,-2.49,-0.3,2.51,2.68,0.1,-1.44,-0.86,3.35,-3.25,2.67,-3.07,0,-1.24,2.68,0.41,-1.21,1.73,2.98,2.17,-2.63,0.97
201404,-2.6,0.08,4.7,1.56,-1.13,-4.55,-1.87,2.96,-3.82,-1.07,-4.65,0.48,0.02,-1.08,0.48,-1.45,-3.92,0.65,-5.33,1.09,-0.76,0.15,1.31,3.44,2.85,5.64,3.97,0.24,-0.64,-1.69,-0.71,-3.75,3.33,-2.89,1.15,-1.49,1.11,-0.54,-0.84,-1.23,-4.65,-1.53,-3.07,-2.39
201405,9.86,5.1,0.62,3.19,-1.07,3.54,-0.46,-0.5,2.22,3.62,4.27,1.41,2.67,-0.63,2.75,0.02,2.38,-1.62,1.63,0.59,-0.51,1.74,1.73,-8.84,-0.94,0.96,0,3.97,1.85,2.59,3.74,2.63,5.03,2.32,2.5,4.06,5.45,3.44,0.22,2.4,1.75,3.01,3.52,-0.2
201406,2.56,0.01,4.04,2.85,0.68,2.22,8.86,-1.29,0.26,3.24,3.16,2.79,0.77,3.96,7.83,2.22,2.31,4.89,11.85,5.35,3.51,4.03,-2.31,14.48,4.9,4.16,5.42,1.6,3.32,2.72,2.19,2.42,3.94,3.44,1.32,3.52,1.25,0.99,1.01,2.53,2.66,2.5,4.52,4.84
201407,-8.2,-4.79,-6.87,-2.92,-5.64,-3.36,-1.81,-2.62,-0.62,6.27,-1.35,-0.58,-3.26,-8.34,-5.7,-7.96,-9.62,1.53,-13.63,-6.26,-6.6,-3.77,-6.03,-3.38,2.91,-3.49,-6.47,0.46,-3.3,-1.56,2.01,1.01,-0.27,-3.25,-3.66,-6.44,-2.04,-2.76,-1.86,-3.11,-1.6,-3.78,-3.72,-1.04
201408,3.14,6.15,7.82,5.46,2.96,-2.61,2.31,5.87,3.53,4.69,1.92,6.1,4.39,5.61,10.14,6.66,6.78,6.26,-3.87,5.19,3.42,4.26,5.48,7.62,0.25,2.25,5.38,0.52,4.97,3.93,3.15,3.24,6.26,3.88,3.57,2.27,4.57,4.87,5.71,3.32,2.57,5.99,7.71,4.6
201409,-2.41,-1.96,2.5,0.83,-8.03,-3.73,-7.17,0.84,4.44,-3.65,-3.4,0.72,-2.14,-2.01,-2.38,-5.34,-7.41,-5.07,-8.45,-6.99,-4.82,-10.06,-0.9,-17.28,-9.56,-7.98,-3.41,-1.7,-7.24,-2.71,-1.23,-0.78,-1.86,-2.97,-3.1,-5.79,0.71,-2.29,-1.5,-0.6,0.1,-1.97,-5.92,-0.44
201410,3.25,2.65,-0.33,3.28,4.73,-0.14,2.72,3.71,1.57,4.35,10.59,5.09,-1.09,2.53,2.08,4.63,3.3,2.49,0.99,2.5,3.21,1.98,1.76,-20.24,-7.41,-4.47,6.69,1.42,3.19,6.09,-1.07,-0.59,3.85,3.41,6.58,5.4,6.22,3.32,3.32,1.28,3.8,5.05,3.55,2.43
